,text,translation,sentiment,label
0,ok so JIMIN🧍‍♀️,ok so JIMIN🧍‍♀️,0.4978922592055748,entj
1,2 in a row mhm mhm,2 en una fila mhm mhm,0.6489741730250802,entj
2,u already know wtf is going on en servers are out for ensemble stars and now i get to obsess over another black hai…,ya sabes lo que esta pasando en servidores estan fuera para ensemble stars y ahora me tengo que obsesionar con otro negro hai...,1.8379259153415624e-05,entj
3,the manic episode today good lord it was sumn 🤩,el episodio maniaco de hoy buen señor fue sumn 🤩,0.094435362040435,entj
4,literally was like fuck i don’t work enough with my first job and i started manifesting one and boom now my whole s…,literalmente era como joder no trabajo lo suficiente con mi primer trabajo y empecé a manifestar uno y boom ahora todo mi s...,0.0020599663222449,entj
5,how the fuck do i explain to my immigrant parents that i wanna transfer colleges and switch my major without them destroying the household 😀,como coño les explico a mis padres inmigrantes que quiero cambiarme de universidad y de carrera sin que destrocen el hogar 😀,0.0237960834916748,entj
6,bruh i’m gonna insane bc i looked gross at the grocery store getting a salad but an emo person working the crash re…,"me voy a volver loco porque me vi asqueroso en la tienda de comestibles conseguir una ensalada, pero una persona emo...",4.4471062700766015e-10,entj
7,work got me so fucked up i wanna pass out,el trabajo me tiene tan jodido que quiero desmayarme,0.0545060295273234,entj
8,@msrryjggk A WIN,@msrryjggk A WIN,0.4978922592055748,entj
9,@msrryjggk 😎😎😎,@msrryjggk 😎😎😎,0.4978922592055748,entj
10,i have been blessed by god today,hoy he sido bendecido por dios,0.0037449912895599,entj
11,bruh bts giving me whiplash,bruh bts me da latigazo cervical,0.1398923222462618,entj
12,i’m sobbing,estoy sollozando,0.310621335157665,entj
13,NOW WHAT YALL KNOW ABOUT THIS TRACK BC GODDAMN,AHORA LO QUE YALL SABER ACERCA DE ESTA PISTA BC MALDITA SEA,0.0003777278837636,entj
14,A WIN,A GANAR,0.4978922592055748,entj
15,so um im gonna kms,por lo que alrededor im va kms,0.0035213002765977,entj
16,HAPPY PRIDE LOSERS,FELIZ ORGULLO PERDEDORES,0.6537474969498027,entj
17,all my straight homies i expect a gift tomorrow for pride month,todos mis colegas heteros espero un regalo mañana por el mes del orgullo,0.159177323333306,entj
18,they rlly are at the white house oh my god THE GETTY IMAGE WATER MARK 💀💀💀,ellos rlly están en la casa blanca oh mi dios LA IMAGEN GETTY MARCA DE AGUA 💀💀💀,0.0024232160861367,entj
19,my whole timeline is bts at the white house oh my god,toda mi línea de tiempo es bts en la casa blanca oh mi dios,0.010615737144868,entj
20,god the way this song hits at 2 am mhm,dios la forma en que esta canción golpea a las 2 am mhm,0.0050012327235305,entj
21,@msrryjggk he’s perfect,@msrryjggk es perfecto,0.9917842248284232,entj
22,@msrryjggk EXACTLY 😎,@msrryjggk EXACTAMENTE 😎,0.4372371996426999,entj
23,nah peep the HP and the my crit ratio 😎,nah peep el HP y la mi proporción de crit 😎,0.6948730479640433,entj
24,@msrryjggk u going so fast bro DAMN 💀,@msrryjggk u va tan rápido hermano DAMN 💀,0.2171917065154355,entj
25,no one talk to me i’m absolutely devastated can’t believe i’m finally caught up,nadie me habla estoy absolutamente devastado no puedo creer que por fin estoy atrapado,4.743099659827855e-06,entj
26,currently thinking to myself how tf ima get 8 gbs for the genshin update 🚶‍♂️,actualmente pensando para mí mismo cómo tf ima conseguir 8 gbs para la actualización genshin 🚶‍♂️,0.0071031178190614,entj
27,the way i would kill to have a romantic partner who would be willing to go out and smoke with me GOOD LORDDDDDD,como mataria por tener una pareja romantica que estuviera dispuesta a salir a fumar conmigo GOOD LORDDDDDD,0.0163694077747875,entj
28,@msrryjggk nah fr that domain just UGHHHH🚶‍♂️,@msrryjggk nah fr ese dominio sólo UGHHHH🚶‍♂️,0.1512924283932504,entj
29,finally my god 🚶‍♂️🚶‍♂️🚶‍♂️,por fin mi dios 🚶‍♂️🚶‍♂️🚶‍♂️,0.0959027298425695,entj
30,i have been on genshin for over 2 hours  😀,he estado en genshin por más de 2 horas 😀,0.0006491882054927,entj
31,finally exploring the chasm bc i finished my commission work and college assignment and bro THE CHASM SHIT am i gonna be upset,finalmente explorando el abismo bc terminé mi trabajo de comisión y la asignación de la universidad y bro THE CHASM MIERDA voy a estar molesto,0.019081261624045,entj
32,u know what’s heaven? a bowl of shredded cheese,¿Sabes lo que es el cielo? Un tazón de queso rallado,0.0004184090767952,entj
33,@Lattaeverie these are adorable 🥺,@Lattaeverie estos son adorables 🥺,0.2896197058340004,entj
34,bruh i was thinking to myself why the fuck is the wifi not working so i call them up and fucking apparently the wif…,"me he dado cuenta de que el wifi no funciona, asi que les he llamado y por lo visto el wif...",3.3718364449795805e-08,entj
35,nah fr this changed my life and now i’m still obsessed with horses,nah fr esto cambió mi vida y ahora sigo obsesionado con los caballos,0.001210215138032,entj
36,@kariluvsbangtan i was shocked and had to change bed sheets🚶‍♂️,@kariluvsbangtan me quedé de piedra y tuve que cambiar de cama sheets🚶‍♂️,0.0032519096004397,entj
37,GOD I THINK IMA NEED YELAN OH NO,DIOS CREO QUE VOY A NECESITAR YELAN OH NO,0.0006493748603975,entj
38,@msrryjggk i’m so fucked 🚶‍♂️,@msrryjggk estoy tan jodido 🚶‍♂️,0.1913335288443971,entj
39,OH NO SHES HOT,OH NO ELLA ESTÁ CALIENTE,0.0215603046211592,entj
40,i’m fucjing getting into bed right and right as i’m about to lay down i open the sheets and there’s a cum stain?!?!…,me estoy metiendo en la cama y justo cuando me voy a acostar abro las sabanas y hay una mancha de semen?!?!...,0.0830790195640723,entj
41,is it normal to have a shrek marathon with your mom bc my mom and i watch it like every fucking week,¿es normal tener un maratón de shrek con tu madre porque mi madre y yo lo vemos todas las putas semanas?,3.102349892784456e-05,entj
42,someone force to finish a commission i got from my prof bc i haven’t done anything for the past week 💀,que alguien me obligue a terminar un encargo que me hizo mi profe bc no he hecho nada en la ultima semana 💀,1.1565953443522906e-05,entj
43,bruh can fall semester start again bc today i was reminded how much i fucking hate living with my parents,"el semestre de otoño puede empezar de nuevo, porque hoy he recordado lo mucho que odio vivir con mis padres.",8.239867520117293e-05,entj
44,no one look at my mora rn,nadie mira mi mora rn,0.0072598928409021,entj
45,finally my xiao will be maxed yay!!!,¡¡¡finalmente mi xiao será maxed yay!!!,0.0464916654529949,entj
46,@ughtrivia the dragon spine domain,@ughtrivia el dominio de la columna del dragón,0.7568412759042462,entj
47,god fuck she’s beautiful THANK GOD THIS GOBLET,dios joder es preciosa GRACIAS A DIOS ESTE GOBLETO,0.3469111194662392,entj
48,GUYS GUYS GUYS OH MY GOD,CHICOS CHICOS CHICOS OH DIOS MIO,0.2643751945604622,entj
49,dumb and dumber,tontos y más tontos,0.3578564306936613,entj
50,GOD HES SO FUCKING CUTE,DIOS ES TAN JODIDAMENTE LINDO,0.0643397335086051,entj
51,MY GODDDDD,MI DIOSDDDD,0.3672829101996748,entj
52,good lord i am fighting for my life rn trying to fucking get more sober so i can go to work 🕴,buen señor estoy luchando por mi vida rn tratando de conseguir mierda más sobrio para que yo pueda ir a trabajar 🕴,9.148230237068733e-08,entj
