,text,translation,sentiment,label
0,"@Pericles216 @HierBeforeTheAC @Sachinettiyil The Pope is infallible, this is a catholic dogma 

It doesn’t mean the…","@Pericles216 @HierBeforeTheAC @Sachinettiyil El Papa es infalible, esto es un dogma católico.

Eso no quiere decir que el.",0.0009367871541501,intj
1,@HierBeforeTheAC @Pericles216 @Sachinettiyil And by perpetually it entails that the church herself can elect new po…,@HierBeforeTheAC @Pericles216 @Sachinettiyil Y por perpetuamente conlleva que la propia iglesia pueda elegir nuevo po....,0.1003541550818567,intj
2,@HierBeforeTheAC @Pericles216 @Sachinettiyil You open the door to unironic nonsense when you believe this nonsense.…,@HierBeforeTheAC @Pericles216 @Sachinettiyil Abres la puerta a la tontería sin ironía cuando te crees esta tontería....,0.1370987106271481,intj
3,@HierBeforeTheAC @Pericles216 @Sachinettiyil You don’t know your own faith lol you just tried to say that “perpetua…,"@HierBeforeTheAC @Pericles216 @Sachinettiyil No conoces tu propia fe lol acabas de intentar decir que ""perpetua....",0.0059089483581146,intj
4,@HierBeforeTheAC @Pericles216 @Sachinettiyil That’s like me saying that I’m gonna give you a bike that will never b…,@HierBeforeTheAC @Pericles216 @Sachinettiyil Eso es como si yo te dijera que te voy a regalar una moto que nunca b....,1.766563569648598e-06,intj
5,@HierBeforeTheAC @Pericles216 @Sachinettiyil You have a dumb view of God’s preservation of the church. God doesn’t…,@HierBeforeTheAC @Pericles216 @Sachinettiyil Tienes una visión tonta de la preservación de la iglesia por parte de Dios. Dios no...,0.0070841930432896,intj
6,"@HierBeforeTheAC @Pericles216 @Sachinettiyil It’s not heretical, all sedes do is take 2 quotes out of context from…","@HierBeforeTheAC @Pericles216 @Sachinettiyil No es herético, lo único que hacen los sedes es sacar 2 citas fuera de contexto de....",0.0006182096248911,intj
7,@HierBeforeTheAC @Pericles216 @Sachinettiyil Vatican 2 is not a new religion you moron lol it’s an ecumenical counc…,@HierBeforeTheAC @Pericles216 @Sachinettiyil Vaticano 2 no es una nueva religión imbécil lol es un consejo ecuménico....,0.0106930287973989,intj
8,@HierBeforeTheAC @Pericles216 @Sachinettiyil The issue isn’t the mere vacancy it’s the fact you don’t think it’s po…,@HierBeforeTheAC @Pericles216 @Sachinettiyil El tema no es la mera vacante es el hecho de que no te parezca po....,3.292905628617453e-07,intj
9,@HierBeforeTheAC @Pericles216 @Sachinettiyil Denying dogmas and then saying “muh mystery” is such a liberal way of…,"@HierBeforeTheAC @Pericles216 @Sachinettiyil Negar los dogmas y luego decir ""muh misterio"" es una forma tan liberal de....",0.012173755345139,intj
10,@HierBeforeTheAC @Pericles216 @Sachinettiyil No it’s not just “muh mystery” it’s a blatant contradiction. God doesn…,"@HierBeforeTheAC @Pericles216 @Sachinettiyil No es solo ""muh misterio"" es una contradicción flagrante. Dios no...",0.002089514738679,intj
11,@HierBeforeTheAC @Pericles216 @Sachinettiyil It didn’t take 40 years for the Pope to have a legitimate successor pe…,@HierAntesDeLaAC @Pericles216 @Sachinettiyil No pasaron 40 años para que el Papa tuviera un sucesor legítimo pe....,0.0072741919557917,intj
12,@HierBeforeTheAC @Pericles216 @Sachinettiyil Your position is simply heretical. It defies the indefectibility of th…,@HierBeforeTheAC @Pericles216 @Sachinettiyil Su posición es simplemente herética. Desafía la indefectibilidad de la...,0.3680351870271038,intj
13,@HierBeforeTheAC @Pericles216 @Sachinettiyil it means that despite interregnum periods there will always be perpetu…,@HierBeforeTheAC @Pericles216 @Sachinettiyil significa que a pesar de los periodos de interregno siempre habrá perpetu...,0.0407639802770743,intj
14,@HierBeforeTheAC @Pericles216 @Sachinettiyil That is a blatant misreading of Vatican 1 lol it’s twisting the text s…,@HierBeforeTheAC @Pericles216 @Sachinettiyil Eso es un error de lectura flagrante del Vaticano 1 lol es tergiversar el texto s....,0.0014574120766521,intj
15,"@HierBeforeTheAC @Pericles216 @Sachinettiyil So they believe that the papacy has defected, as they believe it’s bee…","@HierBeforeTheAC @Pericles216 @Sachinettiyil Así que creen que el papado ha desertado, como creen que ha sido....",0.0003154901243991,intj
16,@HierBeforeTheAC @Pericles216 @Sachinettiyil and before you say “it’s just a gap” all sedes I have spoken to admit…,"@HierBeforeTheAC @Pericles216 @Sachinettiyil y antes de que digas ""es solo una laguna"" todas las sedes con las que he hablado admiten....",0.0006016737215298,intj
17,@HierBeforeTheAC @Pericles216 @Sachinettiyil I’m not a Sede and I believe everything the church has taught for 2k y…,@HierBeforeTheAC @Pericles216 @Sachinettiyil No soy Sede y creo todo lo que la iglesia ha enseñado por 2k y....,0.0041133507317958,intj
18,@HierBeforeTheAC @Pericles216 @Sachinettiyil Ur literally a sedevacantist,@HierBeforeTheAC @Pericles216 @Sachinettiyil Ur literalmente un sedevacantista,0.3373748028876515,intj
19,Industrial Revolution and its consequences have not been bussin for the squad,La Revolución Industrial y sus consecuencias no han sido bussin para la escuadra,0.0062480649896111,intj
20,@autistgf Bcoz you have a big heart,@autistgf Bcoz tienes un gran corazón,0.9949141994504532,intj
21,@autistgf Are you below 100,@autistgf ¿Estás por debajo de 100,0.031174871568855,intj
22,,@glass_zealot Australia,0.4978922592055748,intj
23,,Chicos siento que el capitalismo no va a ser derrocado pronto,0.0022445516004894,intj
24,@glass_zealot Australia,Esta foto Kinda va super duro tbh,0.0224161269529564,intj
25,Guys I feel like capitalism isn’t going to be overthrown anytime soon,"@UsagiTsukiyes ¿Sabes que tenemos Mariología?

Creo que los jesuitas tienen Floydiología",0.0071656378747377,intj
26,This picture Kinda goes super hard tbh,"Todavía desconcertado por el hecho de que el Padre James Martin dijo que George Floyd estaba en el cielo

Es tan extraño.",2.1275878838703e-08,intj
27,"@UsagiTsukiyes You know how we have Mariology? 

I think Jesuits have Floydiology","Procesión eucarística hoy en Sydney, que finaliza con la Adoración Eucarística en la Catedral",0.8405745517336334,intj
28,"Still puzzled over the fact that Fr James Martin said that George Floyd was in heaven 

It’s so bizarre",@bethecreed toma herética literal,0.4978922592055748,intj
29,"Eucharistic procession in Sydney today, coming to an end with Eucharistic Adoration at the Cathedral",Actualmente leyendo Lagrange sobre la predestinación,0.4127493384538396,intj
30,@bethecreed literal heretical take,"@StJeromeFan @PDamian19 @_arrus Pues después de que [Judas] lo traicionó, y se arrepintió de ello, si oraba por Cristo,...",1.5935100474614264e-05,intj
31,Currently reading Lagrange on predestination,"@StJeromeFan @PDamian19 @_arrus ""[E]l diablo lo sacó demasiado pronto de su arrepentimiento, para que no cosechara fru...",0.0008815089878975,intj
32,"@StJeromeFan @PDamian19 @_arrus For after [Judas] betrayed Him, and repented of it, if he prayed through Christ, he…","@StJeromeFan @PDamian19 @_arrus Hay bastante unanimidad de los padres en que Judas está en el infierno, un gran r....",0.9755665978070674,intj
33,"@StJeromeFan @PDamian19 @_arrus ""[T]he devil led him out of his repentance too soon, so that he should reap no frui…",@john_alitz1 @PopeLeoX1883939 @CatholicFascism De hecho en numerosos lugares hes hablado explícitamente contra el mismo sexo ma...,0.0258718476252607,intj
34,"@StJeromeFan @PDamian19 @_arrus There’s pretty much unanimous consent of the fathers that Judas is in hell, a big r…","@john_alitz1 @PopeLeoX1883939 @FascismoCatolico La postura que ha tomado sigue siendo errónea, pero simplemente está hablando en t...",0.0002084372638306,intj
35,@john_alitz1 @PopeLeoX1883939 @CatholicFascism In fact in numerous places hes spoken explicitly against same sex ma…,"@john_alitz1 @PopeLeoX1883939 @FascismoCatolico Ese título es muy engañoso.
1. No es magisterio, lo dijo en....",0.006135286383789,intj
36,"@john_alitz1 @PopeLeoX1883939 @CatholicFascism The position hes taken is still wrong, but he’s simply speaking in t…","@PDamian19 @_arrus Tal vez porque Jesús literalmente lo dice directamente.

No hay otra interpretación que pueda hacer...",8.910881548320072e-05,intj
37,"@john_alitz1 @PopeLeoX1883939 @CatholicFascism That title is very misleading
1. It’s not magisterial, he said it in…","@StJeromeFan @PDamian19 @_arrus El magisterio rara vez enseña infaliblemente lo que es un determinado pasaje de las escrituras, t....",0.049619156793922,intj
38,"@PDamian19 @_arrus Maybe because Jesus literally directly says so 

There is no other interpretation that could mak…",@PDamian19 Sí hay cosas infalibles enseñadas en las escrituras no enseñadas explícitamente de forma infalible por la iglesia. Pues...,0.0008779799518934,intj
39,"@StJeromeFan @PDamian19 @_arrus The magisterium rarely infallibly teaches what a certain passage of scripture is, t…",@settlerslament No se arrepintió se suicidó literalmente,0.0064683536808856,intj
40,@PDamian19 Yes there are infallible things taught in scripture not taught explicitly infallibly by the church. For…,"Si Judas está en el cielo, entonces ninguna cantidad de sufrimiento en la tierra lo haría mejor para Judas si no hubiera sido bor...",0.0004959510765506,intj
41,@settlerslament He didn’t repent he literally killed himself,"Tenemos la certeza infalible de que Judas está en el infierno y estoy cansado de fingir que no la tenemos

No es sólo ""lo más probable...",0.0002356315036421,intj
42,"If Judas is in heaven, then no amount of suffering on earth would ever make it better for Judas had he not been bor…",Basado en,0.4872801960214025,intj
43,"We have infallible certainty that Judas is in hell and I’m tired of pretending we don’t

It’s not just “most likely…",@autistgf Tan cierto...,0.1304455428059362,intj
44,Based,"Tan cierto, los demonios son un desastre hermano me molestan tanto",2.102539685316301e-05,intj
45,@autistgf So true...,"@CDogmatics Dice que en general parece supersticioso, pero que si la gente lo hace, entonces indica que....",8.396082140192626e-09,intj
46,"So true, demons are messed up bro they annoy me so much",Este es un momento bruh,0.8230700131627936,intj
47,"@CDogmatics He says that in general it seems superstitious, but that if people are doing it, then it indicates that…",Oh no no no no no no no,0.0001446313868607,intj
